Plant types,Sites,Age(years),Shoot mass(g),Actual stand density(no./m2),Ann.Rainfall (mm),Ann. Mean Temp.(oC),PET(mm),ALT.(m),LAT.(N  deg.),LON.(E  deg.),Reference
Sclerophyllous evergreen Quercus forest,Tibet,76,344724.6377,0.0345,418.89,6.941666667,981.9,2925,29.5,94.3,Luo 1996
Sclerophyllous evergreen Quercus forest,Tibet,95,696666.6667,0.0165,1473.59,15.125,1013.56,2375,27.9,85.9,Luo 1996
Sclerophyllous evergreen Quercus forest,Tibet,127,1059648.241,0.0199,328.31,-0.891666667,763.93,3103,27.9,91.9,Luo 1996
Sclerophyllous evergreen Quercus forest,Yunnan,83,202256.9832,0.0895,532.77,6.333333333,946.87,3400,27.7,99.7,Luo 1996
Tropical rainforest and monsoon forest,Hainan,110,437133.984,0.1127,997.59,24.08333333,1316.52,790,19.23,109.82,Luo 1996
Tropical rainforest and monsoon forest,Guangxi,20,102331.4286,0.0875,-9999,-9999,-9999,10,21.4,109.4,Luo 1996
Tropical rainforest and monsoon forest,Yunnan,22,66178.29457,0.129,1046.18,20,1072.87,585,21.68,110.42,Luo 1996
Tropical rainforest and monsoon forest,Guangxi,97,1334400,0.03,949.92,23.05,1203.78,20,21.7,109.6,Luo 1996
Tropical rainforest and monsoon forest,Guangxi,49,125242.4242,0.165,1103.31,22.975,1190.96,10,21.7,108.3,Luo 1996
Tropical rainforest and monsoon forest,Hainan,93,222024.1692,0.1986,606.08,25.45833333,1353.15,875,18.62,108.68,Luo 1996
Tropical rainforest and monsoon forest,Hainan,49,258113.2075,0.1007,649.79,24.5,1325.88,679,18.7,108.8,Luo 1996
Tropical rainforest and monsoon forest,Guangxi,18,63844.24192,0.1207,1146.34,22.75,1187.88,28,21.85,108.7,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Tibet,76,1918947.368,0.0171,510.58,8.075,995.63,2200,28.6,97.4,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,110,956813.7255,0.0204,673.55,11.91666667,1024.55,2636,26.15,99.08,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,120,1943370.787,0.0089,644.8,12.03333333,1048.53,2880,26.3,99.32,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,35,105946.5479,0.0898,507,10.53333333,1028.99,3050,27.82,99.32,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,50,466354.1667,0.0288,649.3,14,1059.04,2020,25.72,99.38,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,42,280325,0.04,657.27,13.05,1054.8,2715,26.02,99.38,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,30,122384.9372,0.0956,569.56,9.466666667,1005,2940,27.23,99.44,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,45,773283.5821,0.0134,552.34,8.616666667,994.13,2940,27.32,99.44,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,50,1898910.891,0.0101,649.22,13.8,1065.71,2550,25.72,99.5,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,50,364781.491,0.0389,573.23,9.941666667,1020.14,2980,27.17,99.5,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,110,2619010.989,0.0091,557.83,10.975,1040.1,3040,27.32,99.57,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,25,48094.98399,0.1874,625.72,15.25833333,1090.23,2104,25.43,99.62,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,30,136162.465,0.0714,625.72,15.25833333,1090.23,2340,25.58,99.62,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,63,950646.7662,0.0201,661.36,12.43333333,1043.65,2635,25.87,99.62,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,25,23346.42032,0.433,610.84,10.19166667,1041.31,3120,26.8,99.68,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,60,189294.1176,0.051,580.71,10.44166667,1044.67,2540,27.1,99.69,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,22,15104.84581,0.5675,532.77,6.333333333,946.87,2900,27.7,99.7,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,50,760884.3537,0.0147,640.5,14.63333333,1066.59,2092,25.37,99.74,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,30,116473.1369,0.1154,639.7,14.69166667,1075.98,2750,25.43,99.74,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,45,230567.6856,0.0458,665.54,12.025,1039.03,2400,25.87,99.74,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,35,120169.0141,0.071,596.05,9.25,1023.71,2780,26.95,99.75,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,70,435418.1818,0.0275,627.62,16.41666667,1119.92,1950,25.28,99.79,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,35,182647.6578,0.0491,633.02,16.075,1117.25,1800,25.58,99.8,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,45,335899.0536,0.0317,627.62,16.41666667,1119.92,1951,25.28,99.85,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,68,113032.9523,0.1487,647.18,11.725,1082.14,2800,26.8,100.2,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,45,125457.8097,0.0557,638.97,17.29166667,1187.49,2210,26.37,100.34,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,20,27117.41425,0.3032,619.88,11.89166667,1100.7,3060,27.45,100.48,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,150,246213.0178,0.0507,583.53,7.966666667,1006.81,3300,27.75,100.54,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,140,1354740.484,0.0289,646.16,11.03333333,1081.59,2540,27.1,100.59,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,150,126977.0408,0.0784,583.53,7.966666667,1006.81,2940,27.82,100.6,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,48,76012.60126,0.2222,656.87,11.14166667,1075.21,2730,27.1,100.65,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,100,217215.7773,0.0431,612.22,8.366666667,1014.65,3278,27.67,100.66,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,77,344366.6667,0.06,665.15,15.14166667,1164.2,2779,26.7,100.7,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,20,59490.97938,0.1552,644.32,11.04166667,1081.87,3110,27.32,100.72,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,80,245579.7101,0.0414,676.18,13.025,1095.36,2735,26.45,100.76,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,100,1876942.675,0.0157,678.89,13.21666667,1105.04,2850,26.45,100.89,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,71,196636.8715,0.0895,639.99,18.88333333,1263.27,2241,26.6,101.2,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Sichuan,93,137185.9903,0.0828,645.1,9.808333333,1055.53,2850,27.9,101.2,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,55,326542.9688,0.0512,636.26,19.43333333,1278.09,2039,26.73,101.34,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Yunnan,58,190339.1685,0.0914,553.42,20.45833333,1303.17,2210,26,101.7,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Sichuan,23,47733.33333,0.18,681.37,8.291666667,960.43,2068,28,102.5,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Guizhou,23,11142.42299,0.7239,634.71,11.51666667,980.69,2344,26.77,104.13,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Guizhou,36,136034.7826,0.0575,675.46,13.11666667,1003.94,1697,26.73,104.41,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Guangxi,57,1208827.586,0.0145,805.53,17.61666667,1006.97,970,24.73,106.23,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Guangxi,70,1046991.15,0.0113,850.17,16.08333333,978.15,1011,24.8,106.29,Luo 1996
Subtropical montane Pinus yunnanensis and P. khasya forest,Guangxi,48,887768.595,0.0121,800.26,18.01666667,1015.81,206,24.95,106.29,Luo 1996
Subtropical Pinus massoniana forest,Guangxi,28,179022.1402,0.0542,956.3,20.54166667,1113.08,380,24.23,111.77,Luo 1996
Subtropical Pinus massoniana forest,Hunan,54,506625.222,0.0563,1020.24,18.35,1032.87,380,25.3,111.3,Luo 1996
Subtropical Pinus massoniana forest,Fujian,53,152793.2489,0.1185,1102.03,15.91666667,1000.27,820,25.7,116.9,Luo 1996
Subtropical Pinus massoniana forest,Guangxi,28,129290.3226,0.0775,1073.73,16.90833333,992.71,500,25.8,110.6,Luo 1996
Subtropical Pinus massoniana forest,Guangxi,101,399962.5468,0.0534,1066.39,15.74166667,952.26,500,25.9,110.1,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,46,216100.6289,0.0795,806.81,15.46666667,949.69,1050,26.23,106.65,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,36,300141.9878,0.0493,779.45,15.53333333,936.47,520,26.52,108.59,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,21,67688.98488,0.1389,868.28,15.575,940.12,500,26.63,109.35,Luo 1996
Subtropical Pinus massoniana forest,Hunan,20,47428.57143,0.175,862.81,16.9,978.99,300,26.83,109.75,Luo 1996
Subtropical Pinus massoniana forest,Hunan,25,55965.51724,0.29,889.66,16.44166667,970.21,275,26.9,109.9,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,30,127062.1469,0.0708,747.68,15.1,924.29,500,27.03,109.13,Luo 1996
Subtropical Pinus massoniana forest,Hunan,30,161132.0755,0.0689,836.27,15.525,937.67,615,27.62,109.58,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,28,184474.2729,0.0447,751.78,14.775,904.74,1012,27.7,107.61,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,30,62518.86792,0.212,801.06,16.31666667,930.82,540,28.25,108.12,Luo 1996
Subtropical Pinus massoniana forest,Hunan,21,52973.08489,0.2415,900.88,15.96666667,953.5,500,28.3,111.1,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,28,185028.2486,0.0531,801.25,12.975,856.1,1330,28.47,106.97,Luo 1996
Subtropical Pinus massoniana forest,Henan,30,42340.625,0.32,633.78,15.29166667,1033.85,400,31.6,114.8,Luo 1996
Subtropical Pinus massoniana forest,Guangxi,39,59209.21826,0.2213,1142.49,22.78333333,1183.63,10,21.75,108.4,Luo 1996
Subtropical Pinus massoniana forest,Guangxi,30,176916.1407,0.1109,1077.65,16.80833333,982.42,520,25.7,110,Luo 1996
Subtropical Pinus massoniana forest,Hunan,19,55509.90099,0.202,1021.42,16.49166667,1019.36,500,25.7,113.3,Luo 1996
Subtropical Pinus massoniana forest,Fujian,25,99408.47322,0.1251,1047.2,17.475,1032.67,550,25.8,117.2,Luo 1996
Subtropical Pinus massoniana forest,Guangxi,30,89471.36564,0.1135,1070.7,15.61666667,962.71,800,26,110.6,Luo 1996
Subtropical Pinus massoniana forest,Guangxi,30,143308.4312,0.0937,1091.98,14.25,925.02,530,26,110.4,Luo 1996
Subtropical Pinus massoniana forest,Hunan,54,354968.5535,0.0795,1001.22,14.35833333,923.45,483,26.5,110.1,Luo 1996
Subtropical Pinus massoniana forest,Hunan,28,108998.5896,0.1418,871.41,16.65833333,972.32,350,26.7,109.6,Luo 1996
Subtropical Pinus massoniana forest,Hunan,52,384579.6738,0.0797,889.66,16.44166667,970.21,440,26.8,109.9,Luo 1996
Subtropical Pinus massoniana forest,Jiangxi,52,185931.6038,0.0848,997.82,18.01666667,1077.92,571,28.3,114.7,Luo 1996
Subtropical Pinus massoniana forest,Guangxi,16,34666.66667,0.192,981.07,21.64166667,1134.34,475,21.92,107.65,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,21,135506.5359,0.0612,830.79,14.29166667,914.85,1070,26.27,108.24,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,25,172647.0588,0.0476,827.25,14.375,907.88,700,26.33,108,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,23,111017.4029,0.0747,763.61,15.30833333,923.35,920,26.88,107.83,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,26,51459.60625,0.1473,725.53,14.78333333,893.79,760,28,106.6,Luo 1996
Subtropical Pinus massoniana forest,Guizhou,27,63726.81282,0.1186,780.9,15.49166667,914.46,900,28.03,108.11,Luo 1996
Subtropical Pinus massoniana forest,Zhejiang,18,44403.40909,0.2816,1034.46,16.09166667,978.34,369,28.5,120,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,An'hui,25,42886.36364,0.22,951.83,12.24166667,942.5,1700,31,116.1,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,An'hui,28,75559.32203,0.236,886.51,14.45,1006.89,1050,30.8,116.3,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Fujian,102,249422.5352,0.071,692.68,20.10833333,1152.9,845,26,119.3,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Fujian,160,96147.61905,0.21,1091.93,15.55,990.84,1200,27,118.9,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Fujian,20,42076,0.25,1197.31,16.125,1010.02,1200,27.2,117.1,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Gansu ,26,15328.57143,0.35,364.8,9.516666667,859.66,1625,34.55,105.88,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Guizhou,31,56192.50426,0.1174,596.62,12.05,1010.93,2200,26.7,103.84,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Guizhou,52,151239.6694,0.0968,634.71,11.51666667,980.69,2225,26.8,104.2,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Henan,48,48305.94679,0.2556,733.32,14.65833333,1017.8,802,31.5,115.5,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Henan,34,72760.05548,0.1442,633.78,15.29166667,1033.85,718,31.6,114.8,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Hubei,20,63642.10526,0.095,626.59,16.66666667,990.97,1190,30.8,111.7,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Hubei,30,58451.6129,0.1085,798.92,9.008333333,815.44,1800,31.7,110.6,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Hubei,80,324916.6667,0.084,936.16,12.64166667,853.33,1140,30.3,108.9,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Hunan,23,25064.08508,0.3667,929.12,17.14166667,1025.32,1433,28.9,113.8,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Shanxi,30,16173.80952,0.42,523.6,14.81666667,889.65,1435,32.67,105.6,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Shanxi,41,91239.13043,0.092,497.14,9.95,828.96,2040,33.5,106.6,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Shanxi,29,26665.48673,0.2825,562.77,10.55833333,858.37,1787,33.35,108.35,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Shanxi,56,175656.25,0.064,538.9,14.21666667,883.55,1700,33.2,107.5,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Shanxi,35,62328.89734,0.2104,498.76,8.783333333,825.31,2120,33.9,107.2,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Sichuan,64,90694.86405,0.0993,645.1,9.808333333,1055.53,3445,27.9,101.2,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Sichuan,48,88768.39659,0.1291,517.58,5.7,936.13,3100,30,101,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,40,450590.2778,0.0288,466.64,8.558333333,1004.04,2414,30.1,95,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,40,457166.1238,0.0307,437.06,5.233333333,939.75,2400,30.2,94.9,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,68,859774.4361,0.0266,439.33,4.066666667,895.46,2864,29.8,95.7,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,70,602466.1247,0.0369,439.33,4.066666667,895.46,2866,29.8,95.7,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,80,325059.1716,0.0338,358.62,2.358333333,894.56,3210,29.2,94.1,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,71,180726.8464,0.0853,376.52,-0.116666667,832.7,3219,29.7,94.1,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,57,267045.8404,0.0589,171.92,-0.283333333,865.73,2651,28.9,85.2,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,35,65565.94949,0.1069,328.31,-0.891666667,763.93,2880,27.9,91.9,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,108,371044.3038,0.0316,232.37,2.25,925.46,3558,29,93.1,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,90,318764.0449,0.0267,203.75,-0.233333333,849.28,2900,28.4,92.3,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,55,841584.6995,0.0183,572.99,9.025,1008.09,2350,28.7,96.7,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,80,95483.87097,0.1178,572.99,9.025,1008.09,3000,28.7,96.7,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Tibet,60,389056.9745,0.0509,1345.43,8.183333333,878.62,2900,27.4,88.9,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Yunnan,50,64436.01896,0.1055,444.06,8.8,1011.24,3360,28.25,99.2,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Yunnan,38,17791.55366,0.2581,641.69,10.1,1040.68,3450,26.67,100.11,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Yunnan,60,89379.91266,0.1145,633.74,11.55,1100.63,3152,27.38,100.48,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Yunnan,45,124790.4192,0.1002,547.88,12.3,1076.51,3300,27.53,99.51,Luo 1996
Subtropical montane Pinus armandii  P. taiwanensis and P. densada forest,Yunnan,20,13511.13413,0.1931,670.6,9.533333333,1035.47,3220,27.23,100.96,Luo 1996
Subtropical Cunninghamia lanceolata forest,Guizhou,32,32620.48193,0.1992,953.28,14.125,913.43,700,27.12,110.23,Luo 1996
Subtropical Cunninghamia lanceolata forest,Hunan,23,13236.23945,0.4978,895.8,16.16666667,960.16,220,28.1,111,Luo 1996
Subtropical Cunninghamia lanceolata forest,Jiangxi,22,23354.81792,0.3103,1001.97,17.80833333,1069.75,500,28.4,114.5,Luo 1996
Subtropical Cunninghamia lanceolata forest,Hunan,26,43635.25836,0.1645,1106.49,16.38333333,987.66,500,24.8,111.5,Luo 1996
Subtropical Cunninghamia lanceolata forest,Fujian,53,96568.62745,0.153,1102.03,15.91666667,1000.27,865,25.68,116.9,Luo 1996
Subtropical Cunninghamia lanceolata forest,Fujian,35,162626.2626,0.1584,1186.89,17.23333333,1043.68,703,27.5,117.6,Luo 1996
Subtropical Cunninghamia lanceolata forest,Shanxi,28,46442.55875,0.1532,634.16,12.95833333,913.37,680,32.3,109.3,Luo 1996
Subtropical montane Cupressus and Sabina forest,Hunan,135,135719.8444,0.1542,1114.25,19.05833333,1039.14,1235,25.5,110.25,Luo 1996
Subtropical montane Cupressus and Sabina forest,Guizhou,74,69234.78261,0.1725,718.92,14.60833333,929.24,1336,27.4,106.2,Luo 1996
Subtropical montane Cupressus and Sabina forest,Guizhou,36,81597.0696,0.1365,712.36,14.25,882.47,1280,28.28,105.87,Luo 1996
Subtropical montane Cupressus and Sabina forest,Guizhou,41,99601.99005,0.1005,745.44,14.13333333,870.03,1060,28.32,106.48,Luo 1996
Subtropical montane Cupressus and Sabina forest,Sichuan,220,259224.1379,0.0928,673.28,12.20833333,1087.39,3100,28.5,102.1,Luo 1996
Subtropical montane Cupressus and Sabina forest,Guizhou,29,48750,0.116,847.86,15.86666667,919.63,500,28.65,108.59,Luo 1996
Subtropical montane Cupressus and Sabina forest,Tibet,163,109323.5626,0.0887,171.92,-0.283333333,865.73,3445,28.9,85.2,Luo 1996
Subtropical montane Cupressus and Sabina forest,Tibet,108,372576.9854,0.0617,466.64,8.558333333,1004.04,2300,30.1,95,Luo 1996
Subtropical montane Cupressus and Sabina forest,Sichuan,199,443563.8298,0.0376,578.85,-0.458333333,750.96,3270,30.9,102.4,Luo 1996
Subtropical montane Cupressus and Sabina forest,Sichuan,214,71038.46154,0.156,419.6,2.733333333,933.4,3300,31.2,98.8,Luo 1996
Subtropical montane Cupressus and Sabina forest,Sichuan,130,150036.7647,0.136,489.68,0.95,776.61,3500,33.45,103.39,Luo 1996
Subtropical montane Cupressus and Sabina forest,Sichuan,86,124605.4334,0.0773,484.09,1.233333333,771.47,930,25.07,108.53,Luo 1996
Eucalyptus diversicolor,Australia  west Australia  near Pemberton,36,507272.727,0.044,1024.53,15.875,1316.06,300-400,34 26'S,116 00'E,Cannell (1982).   Page 8
Eucalyptus globulus,Australia Victoria  near Morwell,4,6830.60109,0.2196,1039.17,12.96666667,1069.02,150,38 20'S,146 20'E,Cannell (1982).   Page 9
